Date,S&P500,Bond Rate,PrDec,PrInc,Dates,IVOL_PUT_12M_MOV_AVG_30D_HIST,IVOL_CALL_12M_MOV_AVG_30D_HIST,S&P500_Return,Regime,Cash_Return,BuyHold_Portfolio,RegimeSwitch_Portfolio,Regime_Return,BuyHold_Peak,BuyHold_Drawdown,RegimeSwitch_Peak,RegimeSwitch_Drawdown
2019-02-04,2724.87,0.02335,0.11251,0.07743,2/4/19,18.1249,18.1249,0.006776204217207926,1,9.265873015873016e-05,108559.26024788547,104477.59991618231,0.006776204217207926,108559.26024788547,0.0,104477.59991618231,0.0
2019-02-05,2737.7,0.02365,0.11251,0.07743,2/5/19,17.9643,17.9643,0.004708481505539597,1,9.384920634920635e-05,109070.4095170177,104969.53076313082,0.004708481505539597,109070.4095170177,0.0,104969.53076313082,0.0
2019-02-06,2731.61,0.02365,0.10226,0.06827,2/6/19,17.7974,17.7974,-0.002224495014062744,1,9.384920634920635e-05,108827.7829348653,104736.02656531973,-0.002224495014062744,109070.4095170177,-0.2224495014062855,104969.53076313082,-0.2224495014062855
2019-02-07,2706.05,0.02355,0.10226,0.06827,2/7/19,17.6093,17.6093,-0.009357119061652264,1,9.345238095238095e-05,107809.46841272812,103755.99909470366,-0.009357119061652264,109070.4095170177,-1.1560799211016493,104969.53076313082,-1.1560799211016382
2019-02-08,2707.88,0.02365,0.10226,0.06827,2/8/19,17.4746,17.4746,0.0006762624489569102,1,9.384920634920635e-05,107882.37590785765,103826.1653807454,0.0006762624489569102,109070.4095170177,-1.089235489644591,104969.53076313082,-1.0892354896446022
2019-02-11,2709.8,0.02375,0.10226,0.06827,2/11/19,17.3387,17.3387,0.0007090417596054,1,9.424603174603175e-05,107958.86901750178,103899.78246774005,0.0007090417596054,109070.4095170177,-1.0191036271322451,104969.53076313082,-1.0191036271322562
2019-02-12,2744.73,0.02378,0.10226,0.06827,2/12/19,17.1894,17.1894,0.012890250202966858,1,9.436507936507936e-05,109350.4858507667,105239.07665978305,0.012890250202966858,109350.4858507667,0.0,105239.07665978305,0.0
2019-02-13,2753.03,0.02373,0.11082,0.06072,2/13/19,17.0547,17.0547,0.003023976857468691,1,9.416666666666667e-05,109681.15918933236,105557.31719210361,0.003023976857468691,109681.15918933236,0.0,105557.31719210361,0.0
2019-02-14,2745.73,0.02373,0.11082,0.06072,2/14/19,16.9453,16.9453,-0.0026516238471793185,1,9.416666666666667e-05,109390.32601203966,105277.41889259277,-0.0026516238471793185,109681.15918933236,-0.26516238471793185,105557.31719210361,-0.26516238471792075
2019-02-15,2775.6,0.0237,0.11082,0.06072,2/15/19,16.7942,16.7942,0.010878709851296353,1,9.404761904761905e-05,110580.35162926336,106422.70138661866,0.010878709851296353,110580.35162926336,0.0,106422.70138661866,0.0
2019-02-19,2779.76,0.02373,0.11082,0.06072,2/19/19,16.6682,16.6682,0.0014987750396311394,1,9.416666666666667e-05,110746.08670015894,106582.20507510705,0.0014987750396311394,110746.08670015894,0.0,106582.20507510705,0.0
2019-02-20,2784.7,0.02383,0.10522,0.05445,2/20/19,16.5411,16.5411,0.0017771318387196366,1,9.456349206349207e-05,110942.89709684739,106771.61570518697,0.0017771318387196366,110942.89709684739,0.0,106771.61570518697,0.0
2019-02-21,2774.88,0.02395,0.10522,0.05445,2/21/19,16.4232,16.4232,-0.003526412180845262,1,9.503968253968254e-05,110551.6667131468,106395.09497899566,-0.003526412180845262,110942.89709684739,-0.3526412180845262,106771.61570518697,-0.3526412180845262
2019-02-22,2792.67,0.02393,0.10522,0.05445,2/22/19,16.3108,16.3108,0.006411088047050706,1,9.496031746031746e-05,111260.42318219299,107077.20330068034,0.006411088047050706,111260.42318219299,0.0,107077.20330068034,0.0
2019-02-25,2796.11,0.02393,0.10522,0.05445,2/25/19,16.1985,16.1985,0.0012317960947767492,1,9.496031746031746e-05,111397.473336972,107209.10058154573,0.0012317960947767492,111397.473336972,0.0,107209.10058154573,0.0
2019-02-26,2793.9,0.024,0.10522,0.05445,2/26/19,16.1036,16.1036,-0.0007903837831845228,1,9.523809523809524e-05,111309.42658055873,107124.36424703628,-0.0007903837831845228,111397.473336972,-0.07903837831845228,107209.10058154573,-0.07903837831845228
2019-02-27,2792.38,0.02393,0.10276,0.05864,2/27/19,16.0045,16.0045,-0.0005440423780378456,1,9.496031746031746e-05,111248.86953542382,107066.08405316553,-0.0005440423780378456,111397.473336972,-0.13339961589493576,107209.10058154573,-0.13339961589494687
2019-02-28,2784.49,0.02383,0.10276,0.05864,2/28/19,15.9305,15.9305,-0.0028255466662847617,1,9.456349206349207e-05,110934.53066298005,106763.56383629695,-0.0028255466662847617,111397.473336972,-0.41557735568344967,107209.10058154573,-0.41557735568343857
2019-03-01,2803.69,0.02378,0.10276,0.05864,3/1/19,15.8517,15.8517,0.0068953381050032014,1,9.436507936507936e-05,111699.46175942113,107499.7347062433,0.0068953381050032014,111699.46175942113,0.0,107499.7347062433,0.0
2019-03-04,2792.81,0.02375,0.10276,0.05864,3/4/19,15.7783,15.7783,-0.0038806002090102654,1,9.424603174603175e-05,111266.0008047712,107082.57121327371,-0.0038806002090102654,111699.46175942113,-0.38806002090101543,107499.7347062433,-0.38806002090101543
2019-03-05,2789.65,0.024,0.10276,0.05864,3/5/19,15.7157,15.7157,-0.0011314768996100177,1,9.523809523809524e-05,111140.10589514862,106961.40975759504,-0.0011314768996100177,111699.46175942113,-0.5007686299126957,107499.7347062433,-0.5007686299127068
2019-03-06,2771.45,0.02405,0.10653,0.05401,3/6/19,15.6419,15.6419,-0.0065241159285216455,1,9.543650793650793e-05,110415.0149599805,106263.58112045839,-0.0065241159285216455,111699.46175942113,-1.1499131501699456,107499.7347062433,-1.1499131501699567
2019-03-07,2748.93,0.02395,0.10653,0.05401,3/7/19,15.5925,15.5925,-0.008125710368218741,1,9.503968253968254e-05,109517.81452811316,105400.11403758383,-0.008125710368218741,111699.46175942113,-1.95314032578493,107499.7347062433,-1.9531403257849411
2019-03-08,2743.07,0.02393,0.10653,0.05401,3/8/19,15.5536,15.5536,-0.0021317385309919112,1,9.496031746031746e-05,109284.35118305356,105175.42855331897,-0.0021317385309919112,111699.46175942113,-2.162150594395207,107499.7347062433,-2.162150594395218
2019-03-11,2783.3,0.0238,0.10653,0.05401,3/11/19,15.4955,15.4955,0.014666049353461608,1,9.444444444444446e-05,110887.12087106524,106717.93657925341,0.014666049353461608,111699.46175942113,-0.7272558663760753,107499.7347062433,-0.7272558663760864
2019-03-12,2791.52,0.02395,0.10653,0.05401,3/12/19,15.4212,15.4212,0.0029533287823806376,1,9.503968253968254e-05,111214.6069967291,107033.10973294919,0.0029533287823806376,111699.46175942113,-0.43407081382031976,107499.7347062433,-0.43407081382035306
2019-03-13,2810.92,0.02388,0.10304,0.04286,3/13/19,15.3383,15.3383,0.006949618845646821,1,9.476190476190476e-05,111987.50612542476,107776.94904945747,0.006949618845646821,111987.50612542476,0.0,107776.94904945747,0.0
2019-03-14,2808.48,0.02388,0.10304,0.04286,3/14/19,15.2734,15.2734,-0.0008680432029370966,1,9.476190476190476e-05,111890.29613191872,107683.39400140179,-0.0008680432029370966,111987.50612542476,-0.08680432029369856,107776.94904945747,-0.08680432029370966
2019-03-15,2822.48,0.02388,0.10304,0.04286,3/15/19,15.2152,15.2152,0.004984902865607044,1,9.476190476190476e-05,112448.05838974034,108220.18526073766,0.004984902865607044,112448.05838974034,0.0,108220.18526073766,0.0
2019-03-18,2832.94,0.02385,0.10304,0.04286,3/18/19,15.1662,15.1662,0.0037059607153993035,1,9.464285714285715e-05,112864.78647665566,108621.2450159272,0.0037059607153993035,112864.78647665566,0.0,108621.2450159272,0.0
2019-03-19,2832.57,0.02405,0.10304,0.04286,3/19/19,15.1302,15.1302,-0.0001306063665308388,1,9.543650793650793e-05,112850.04561698466,108607.05838978762,-0.0001306063665308388,112864.78647665566,-0.013060636653083879,108621.2450159272,-0.013060636653072777
2019-03-20,2824.23,0.02408,0.09969,0.0527,3/20/19,15.1026,15.1026,-0.0029443226469249018,1,9.555555555555555e-05,112517.77867196806,108287.28416815467,-0.0029443226469249018,112864.78647665566,-0.3074544466173057,108621.2450159272,-0.3074544466172835
2019-03-21,2854.88,0.02408,0.09969,0.0527,3/21/19,15.0712,15.0712,0.010852515552911779,1,9.555555555555555e-05,113738.87961498467,109462.47360377214,0.010852515552911779,113738.87961498467,0.0,109462.47360377214,0.0
2019-03-22,2800.71,0.02398,0.09969,0.0527,3/22/19,15.0568,15.0568,-0.018974527826038257,1,9.515873015873016e-05,111580.73807882774,107385.47485247039,-0.018974527826038257,113738.87961498467,-1.8974527826038257,109462.47360377214,-1.8974527826038257
2019-03-25,2798.36,0.0239,0.09969,0.0527,3/25/19,15.0448,15.0448,-0.0008390729493592541,1,9.484126984126985e-05,111487.11369983626,107295.37060536759,-0.0008390729493592541,113738.87961498467,-1.9797679762371678,109462.47360377214,-1.979767976237179
2019-03-26,2818.46,0.02405,0.09969,0.0527,3/26/19,15.0244,15.0244,0.007182778484540853,1,9.543650793650793e-05,112287.90094142301,108066.04948484265,0.007182778484540853,113738.87961498467,-1.2757103626071853,109462.47360377214,-1.2757103626072075
2019-03-27,2805.37,0.02378,0.10828,0.05855,3/27/19,15.0275,15.0275,-0.004644380264399728,1,9.436507936507936e-05,111766.3932303598,107564.14965736358,-0.004644380264399728,113738.87961498467,-1.7342235050159638,109462.47360377214,-1.7342235050160082
2019-03-28,2815.44,0.0237,0.10828,0.05855,3/28/19,15.0271,15.0271,0.0035895443381801506,1,9.404761904761905e-05,112167.58365437864,107950.25594175734,0.0035895443381801506,113738.87961498467,-1.381494143361528,109462.47360377214,-1.3814941433615613
2019-03-29,2834.4,0.02328,0.10828,0.05855,3/29/19,15.0025,15.0025,0.006734293751598397,1,9.238095238095237e-05,112922.95311211422,108677.22467582936,0.006734293751598397,113738.87961498467,-0.71736815557919,109462.47360377214,-0.7173681555792344
2019-04-01,2867.19,0.02323,0.10828,0.05855,4/1/19,14.9784,14.9784,0.01156858594411525,1,9.218253968253968e-05,114229.31200025501,109934.46648965961,0.01156858594411525,114229.31200025501,0.0,109934.46648965961,0.0
2019-04-02,2867.24,0.0237,0.10828,0.05855,4/2/19,14.9553,14.9553,1.7438676892522764e-05,1,9.404761904761905e-05,114231.30400831865,109936.38360130007,1.7438676892522764e-05,114231.30400831865,0.0,109936.38360130007,0.0
2019-04-03,2873.4,0.02373,0.0945,0.05126,4/3/19,14.947,14.947,0.0021484075277968806,1,9.416666666666667e-05,114476.71940176016,110172.57175540787,0.0021484075277968806,114476.71940176016,0.0,110172.57175540787,0.0
2019-04-04,2879.39,0.0237,0.0945,0.05126,4/4/19,14.9335,14.9335,0.0020846384074615365,1,9.404761904761905e-05,114715.36196778527,110402.241729938,0.0020846384074615365,114715.36196778527,0.0,110402.241729938,0.0
2019-04-05,2892.74,0.0237,0.0945,0.05126,4/5/19,14.9195,14.9195,0.004636398681665099,1,9.404761904761905e-05,115247.22812077943,110914.11053794755,0.004636398681665099,115247.22812077943,0.0,110914.11053794755,0.0
2019-04-08,2895.77,0.02365,0.0945,0.05126,4/8/19,14.9057,14.9057,0.0010474498226595852,1,9.384920634920635e-05,115367.94380943656,111030.28750336097,0.0010474498226595852,115367.94380943656,0.0,111030.28750336097,0.0
2019-04-09,2878.2,0.02365,0.0945,0.05126,4/9/19,14.8975,14.8975,-0.0060674708281390766,1,9.384920634920635e-05,114667.9521758704,110356.61447289442,-0.0060674708281390766,115367.94380943656,-0.6067470828139188,111030.28750336097,-0.6067470828139188
2019-04-10,2888.21,0.02363,0.09181,0.0466,4/10/19,14.8856,14.8856,0.0034778681120144483,1,9.376984126984128e-05,115066.75219021285,110740.42022331958,0.0034778681120144483,115367.94380943656,-0.2610704579438572,111030.28750336097,-0.2610704579438461
2019-04-11,2888.32,0.02365,0.09181,0.0466,4/11/19,14.8724,14.8724,3.808587325715429e-05,1,9.384920634920635e-05,115071.13460795289,110744.63786892865,3.808587325715429e-05,115367.94380943656,-0.25727181371451024,111030.28750336097,-0.25727181371449914
2019-04-12,2907.41,0.02375,0.09181,0.0466,4/12/19,14.8617,14.8617,0.006609378462220095,1,9.424603174603175e-05,115831.68328665392,111476.5910932659,0.006609378462220095,115831.68328665392,0.0,111476.5910932659,0.0
2019-04-15,2905.58,0.0236,0.09181,0.0466,4/15/19,14.8462,14.8462,-0.0006294261903205811,1,9.365079365079364e-05,115758.77579152439,111406.42480722416,-0.0006294261903205811,115831.68328665392,-0.06294261903205811,111476.5910932659,-0.06294261903204701
2019-04-16,2907.06,0.02378,0.09181,0.0466,4/16/19,14.8314,14.8314,0.000509364739569973,1,9.436507936507936e-05,115817.73923020838,111463.17131178251,0.000509364739569973,115831.68328665392,-0.01203820582580395,111476.5910932659,-0.012038205825792847
2019-04-17,2900.45,0.0238,0.08956,0.04158,4/17/19,14.8065,14.8065,-0.002273774879087531,1,9.444444444444446e-05,115554.39576419402,111209.72915291037,-0.002273774879087531,115831.68328665392,-0.2393883215645598,111476.5910932659,-0.2393883215645376
2019-04-18,2905.03,0.02365,0.08956,0.04158,4/18/19,14.7617,14.7617,0.0015790653174507785,1,9.384920634920635e-05,115736.86370282424,111385.33657917882,0.0015790653174507785,115831.68328665392,-0.08185979961546908,111476.5910932659,-0.08185979961544687
2019-04-22,2907.97,0.02375,0.08956,0.04158,4/22/19,14.7142,14.7142,0.001012037741434657,1,9.424603174603175e-05,115853.99377696677,111498.06274363936,0.001012037741434657,115853.99377696677,0.0,111498.06274363936,0.0
2019-04-23,2933.68,0.0239,0.08956,0.04158,4/23/19,14.6812,14.6812,0.008841219132246891,1,9.484126984126985e-05,116878.2843232949,112483.84154917688,0.008841219132246891,116878.2843232949,0.0,112483.84154917688,0.0
2019-04-24,2927.25,0.02375,0.10033,0.03755,4/24/19,14.6608,14.6608,-0.0021917864252406494,1,9.424603174603175e-05,116622.11208630969,112237.30099221048,-0.0021917864252406494,116878.2843232949,-0.21917864252405383,112483.84154917688,-0.21917864252406494
2019-04-25,2926.17,0.02365,0.10033,0.03755,4/25/19,14.6514,14.6514,-0.00036894696387390624,1,9.384920634920635e-05,116579.08471213488,112195.891380776,-0.00036894696387390624,116878.2843232949,-0.2559924736167507,112483.84154917688,-0.2559924736167507
2019-04-26,2939.88,0.0236,0.10033,0.03755,4/26/19,14.6344,14.6344,0.004685305365033532,1,9.365079365079364e-05,117125.29332318733,112721.56339259706,0.004685305365033532,117125.29332318733,0.0,112721.56339259706,0.0
2019-04-29,2943.03,0.0236,0.10033,0.03755,4/29/19,14.6206,14.6206,0.0010714723049920494,1,9.365079365079364e-05,117250.7898311972,112842.34142594764,0.0010714723049920494,117250.7898311972,0.0,112842.34142594764,0.0
2019-04-30,2945.83,0.02368,0.10033,0.03755,4/30/19,14.6101,14.6101,0.0009514004274504551,1,9.396825396825397e-05,117362.3422827615,112949.6996778148,0.0009514004274504551,117362.3422827615,0.0,112949.6996778148,0.0
2019-05-01,2923.73,0.02363,0.09265,0.04472,5/1/19,14.6115,14.6115,-0.007502130129708795,1,9.376984126984128e-05,116481.87471862881,112102.33633272031,-0.007502130129708795,117362.3422827615,-0.7502130129708684,112949.6996778148,-0.7502130129708795
2019-05-02,2917.52,0.02373,0.09265,0.04472,5/2/19,14.6109,14.6109,-0.0021239991380873624,1,9.416666666666667e-05,116234.46731712364,111864.23106697203,-0.0021239991380873624,117362.3422827615,-0.9610194749866796,112949.6996778148,-0.9610194749866796
2019-05-03,2945.64,0.02368,0.09265,0.04472,5/3/19,14.6027,14.6027,0.00963832295922562,1,9.396825396825397e-05,117354.77265211962,112942.41465358094,0.00963832295922562,117362.3422827615,-0.006449795134155778,112949.6996778148,-0.006449795134155778
2019-05-06,2932.47,0.02363,0.09265,0.04472,5/6/19,14.5793,14.5793,-0.004471014787957861,1,9.376984126984128e-05,116830.07772815457,112437.44744747713,-0.004471014787957861,117362.3422827615,-0.45352243680050197,112949.6996778148,-0.45352243680050197
2019-05-07,2884.05,0.02368,0.09265,0.04472,5/7/19,14.5965,14.5965,-0.016511677868827124,1,9.396825396825397e-05,114901.01711931724,110580.9165348312,-0.016511677868827124,117362.3422827615,-2.097201807300486,112949.6996778148,-2.097201807300486
2019-05-08,2879.42,0.0237,0.10159,0.06069,5/8/19,14.6137,14.6137,-0.0016053813214057522,1,9.404761904761905e-05,114716.55717262336,110403.39199692223,-0.0016053813214057522,117362.3422827615,-2.25437313083241,112949.6996778148,-2.254373130832421
2019-05-09,2870.72,0.0237,0.10159,0.06069,5/9/19,14.6186,14.6186,-0.0030214418181440106,1,9.404761904761905e-05,114369.9477695485,110069.8145714778,-0.0030214418181440106,117362.3422827615,-2.549705855395601,112949.6996778148,-2.549705855395623
2019-05-10,2881.4,0.0237,0.10159,0.06069,5/10/19,14.6095,14.6095,0.0037203210344445292,1,9.404761904761905e-05,114795.44069194388,110479.30961788548,0.0037203210344445292,117362.3422827615,-2.1871594762766233,112949.6996778148,-2.1871594762766344
2019-05-13,2811.87,0.0235,0.10159,0.06069,5/13/19,14.6492,14.6492,-0.024130630943291487,1,9.325396825396825e-05,112025.35427863407,107813.37417062664,-0.024130630943291487,117362.3422827615,-4.547445032469621,112949.6996778148,-4.547445032469632
2019-05-14,2834.41,0.02353,0.10159,0.06069,5/14/19,14.6853,14.6853,0.008016017810211773,1,9.337301587301586e-05,112923.35151372688,108677.6080981574,0.008016017810211773,117362.3422827615,-3.782295651819678,112949.6996778148,-3.7822956518197004
2019-05-15,2850.96,0.0235,0.1124,0.0566,5/15/19,14.7147,14.7147,0.00583895766667486,1,9.325396825396825e-05,113582.70618279457,109312.17205115804,0.00583895766667486,117362.3422827615,-3.2204845493460255,112949.6996778148,-3.2204845493460255
2019-05-16,2876.32,0.02338,0.1124,0.0566,5/16/19,14.726,14.726,0.008895249319527565,1,9.277777777777778e-05,114593.0526726772,110284.53107521219,0.008895249319527565,117362.3422827615,-2.359606630389366,112949.6996778148,-2.359606630389388
2019-05-17,2859.53,0.0233,0.1124,0.0566,5/17/19,14.748,14.748,-0.005837319908772343,1,9.246031746031747e-05,113924.13636490397,109640.76498633724,-0.005837319908772343,117362.3422827615,-2.9295648425061604,112949.6996778148,-2.9295648425061716
2019-05-20,2840.23,0.0232,0.1124,0.0566,5/20/19,14.7901,14.7901,-0.006749360908960611,1,9.206349206349206e-05,113155.22125233558,108900.75989310992,-0.006749360908960611,117362.3422827615,-3.5847282429739558,112949.6996778148,-3.5847282429739447
2019-05-21,2864.36,0.0233,0.1124,0.0566,5/21/19,14.8099,14.8099,0.008495790833841,1,9.246031746031747e-05,114116.56434385244,109825.95797080811,0.008495790833841,117362.3422827615,-2.7656042609383147,112949.6996778148,-2.765604260938326
2019-05-22,2856.27,0.0232,0.10752,0.05476,5/22/19,14.8213,14.8213,-0.002824365652362215,1,9.206349206349206e-05,113794.25743915408,109515.76930737759,-0.002824365652362215,117362.3422827615,-3.040229748491907,112949.6996778148,-3.0402297484919294
2019-05-23,2822.24,0.02303,0.10752,0.05476,5/23/19,14.8636,14.8636,-0.011914139769699683,1,9.138888888888889e-05,112438.4967510348,108210.9831248633,-0.011914139769699683,117362.3422827615,-4.195422003306359,112949.6996778148,-4.195422003306371
2019-05-24,2826.06,0.02288,0.10752,0.05476,5/24/19,14.9017,14.9017,0.001353534780883292,1,9.07936507936508e-05,112590.68616709758,108357.45045419638,0.001353534780883292,117362.3422827615,-4.065747174819978,112949.6996778148,-4.06574717481999
2019-05-28,2802.39,0.02298,0.10752,0.05476,5/28/19,14.9568,14.9568,-0.008375618352052028,1,9.11904761904762e-05,111647.6695497663,107449.88980359065,-0.008375618352052028,117362.3422827615,-4.869255863372956,112949.6996778148,-4.869255863372968
2019-05-29,2783.02,0.02298,0.11964,0.06742,5/29/19,15.0223,15.0223,-0.0069119572935958384,1,9.11904761904762e-05,110875.96562590882,106707.20075406665,-0.0069119572935958384,117362.3422827615,-5.526795504153304,112949.6996778148,-5.526795504153325
2019-05-30,2788.86,0.0231,0.11964,0.06742,5/30/19,15.0845,15.0845,0.0020984398243635294,1,9.166666666666667e-05,111108.63216774298,106931.11939367534,0.0020984398243635294,117362.3422827615,-5.328549169503994,112949.6996778148,-5.328549169504004
2019-05-31,2752.06,0.02293,0.11964,0.06742,5/31/19,15.1584,15.1584,-0.013195355808466647,1,9.09920634920635e-05,109642.51423289756,105520.12522627816,-0.013195355808466647,117362.3422827615,-6.5777726481161425,112949.6996778148,-6.577772648116154
2019-06-03,2744.45,0.0228,0.11964,0.06742,6/3/19,15.2419,15.2419,-0.0027652013400870645,1,9.047619047619048e-05,109339.33060561026,105228.34083459631,-0.0027652013400870645,117362.3422827615,-6.836103916383474,112949.6996778148,-6.836103916383496
2019-06-04,2803.27,0.02295,0.11964,0.06742,6/4/19,15.2899,15.2899,0.021432345278653342,1,9.107142857142857e-05,111682.7288916865,107483.6309684632,0.021432345278653342,117362.3422827615,-4.83938312801484,112949.6996778148,-4.83938312801484
2019-06-05,2826.15,0.02285,0.11579,0.06038,6/5/19,15.3352,15.3352,0.008161896642135735,1,9.067460317460317e-05,112594.27178161211,108360.90125514925,0.008161896642135735,117362.3422827615,-4.062692008703827,112949.6996778148,-4.062692008703827
2019-06-06,2843.49,0.02255,0.11579,0.06038,6/6/19,15.3693,15.3693,0.006135555437609463,1,8.948412698412699e-05,113285.10017808546,109025.75557206955,0.006135555437609463,117362.3422827615,-3.47406333698822,112949.6996778148,-3.474063336988209
2019-06-07,2873.34,0.02215,0.11579,0.06038,6/7/19,15.397,15.397,0.010497663083042452,1,8.789682539682539e-05,114474.32899208371,110170.27122143928,0.010497663083042452,117362.3422827615,-2.4607665751248287,112949.6996778148,-2.4607665751248065
2019-06-10,2886.73,0.0222,0.11579,0.06038,6/10/19,15.4293,15.4293,0.0046600819951694294,1,8.80952380952381e-05,115007.78875152885,110683.67371876125,0.0046600819951694294,117362.3422827615,-2.0062257496189173,112949.6996778148,-2.0062257496189173
2019-06-11,2885.72,0.02213,0.11579,0.06038,6/11/19,15.4654,15.4654,-0.00034987685027698667,1,8.781746031746031e-05,114967.55018864313,110644.94806362344,-0.00034987685027698667,117362.3422827615,-2.040511502700404,112949.6996778148,-2.040511502700393
