Date,S&P500,Bond Rate,PrDec,PrInc,Dates,IVOL_PUT_12M_MOV_AVG_30D_HIST,IVOL_CALL_12M_MOV_AVG_30D_HIST,S&P500_Return,Day,Regime,Strategy,OptionEnhanced_Portfolio,Stock_Value,Option_Value,BuyHold_Portfolio,BuyHold_Peak,BuyHold_Drawdown,OptionEnhanced_Peak,OptionEnhanced_Drawdown,BuyHold_daily_return,OptionEnhanced_daily_return,BuyHold_excess_return,OptionEnhanced_excess_return,S&P500_Price
2019-01-30,2681.05,0.02365,0.11251,0.07743,1/30/19,18.5069,18.5069,0.015549242424242493,18,1,BUY_CALL,103697.03895527587,92312.58344917744,11384.455506098428,106813.46438090384,106813.46438090384,0.0,103697.03895527587,0.0,0.015549242424242493,0.024499236342952146,0.015456869202128853,0.024406863120838507,2681.05
2019-01-31,2704.1,0.0234,0.11251,0.07743,1/31/19,18.3892,18.3892,0.008597377892989533,19,1,BUY_CALL,105058.65331856323,93106.22961336815,11952.423705195079,107731.78009824584,107731.78009824584,0.0,105058.65331856323,0.0,0.008597377892989533,0.013130696662173813,0.008505004670875893,0.013038323440060173,2704.1
2019-02-01,2706.53,0.0234,0.11251,0.07743,2/1/19,18.2667,18.2667,0.000898635405495396,20,1,BUY_CALL,105137.49461079249,93189.89816777091,11947.596443021583,107828.59169013916,107828.59169013916,0.0,105137.49461079249,0.0,0.000898635405495396,0.0007504502460182749,0.0008062621833817563,0.0006580770239046352,2706.53
2019-02-04,2724.87,0.02335,0.11251,0.07743,2/4/19,18.1249,18.1249,0.006776204217207926,21,1,BUY_CALL,106220.58945284429,93821.37194873653,12399.21750410775,108559.26024788547,108559.26024788547,0.0,106220.58945284429,0.0,0.006776204217207926,0.010301699180309543,0.0066838309950942865,0.010209325958195903,2724.87
2019-02-05,2737.7,0.02365,0.11251,0.07743,2/5/19,17.9643,17.9643,0.004708481505539597,22,1,BUY_CALL,106975.40666024145,94263.1281433815,12712.27851685995,109070.4095170177,109070.4095170177,0.0,106975.40666024145,0.0,0.004708481505539597,0.00710612896506535,0.004616108283425957,0.0070137557429517106,2737.7
2019-02-06,2731.61,0.02365,0.10226,0.06827,2/6/19,17.7974,17.7974,-0.002224495014062744,23,1,BUY_CALL,106490.46661434644,94053.44028481659,12437.026329529848,108827.7829348653,109070.4095170177,-0.2224495014062855,106975.40666024145,-0.45331918899378376,-0.002224495014062855,-0.004533191889937838,-0.0023168682361764947,-0.004625565112051477,2731.61
2019-02-07,2706.05,0.02355,0.10226,0.06827,2/7/19,17.6093,17.6093,-0.009357119061652264,24,1,BUY_CALL,104746.95603528962,93173.37104591356,11573.584989376057,107809.46841272812,109070.4095170177,-1.1560799211016493,106975.40666024145,-2.0831429339918217,-0.009357119061652264,-0.016372456938994473,-0.009449492283765903,-0.016464830161108113,2706.05
2019-02-08,2707.88,0.02365,0.10226,0.06827,2/8/19,17.4746,17.4746,0.0006762624489569102,25,1,BUY_CALL,104790.6602496819,93236.38069799464,11554.27955168726,107882.37590785765,109070.4095170177,-1.089235489644591,106975.40666024145,-2.0422884836497124,0.0006762624489569102,0.00041723612834676516,0.0005838892268432705,0.0003248629062331254,2707.88
2019-02-11,2709.8,0.02375,0.10226,0.06827,2/11/19,17.3387,17.3387,0.0007090417596054,26,1,BUY_CALL,104840.09169018039,93302.48918542398,11537.602504756398,107958.86901750178,109070.4095170177,-1.0191036271322451,106975.40666024145,-1.9960802550093804,0.0007090417596054,0.00047171608978047175,0.0006166685374917602,0.000379342867666832,2709.8
2019-02-12,2744.73,0.02378,0.10226,0.06827,2/12/19,17.1894,17.1894,0.012890250202966858,27,1,BUY_CALL,107008.03318218741,94505.1816155837,12502.851566603715,109350.4858507667,109350.4858507667,0.0,107008.03318218741,0.0,0.012890250202966635,0.020678553948747513,0.012797876980852996,0.020586180726633874,2744.73
2019-02-13,2753.03,0.02373,0.11082,0.06072,2/13/19,17.0547,17.0547,0.003023976857468691,28,1,BUY_CALL,107469.20127286285,94790.9630977001,12678.238175162733,109681.15918933236,109681.15918933236,0.0,107469.20127286285,0.0,0.003023976857468691,0.004309658601894473,0.002931603635355051,0.004217285379780833,2753.03
2019-02-14,2745.73,0.02373,0.11082,0.06072,2/14/19,16.9453,16.9453,-0.0026516238471793185,29,1,BUY_CALL,106926.75348319927,94539.61311945315,12387.140363746119,109390.32601203966,109681.15918933236,-0.26516238471793185,107469.20127286285,-0.5047472050027757,-0.0026516238471793185,-0.005047472050027757,-0.0027439970692929583,-0.005139845272141397,2745.73
2019-02-15,2775.6,0.0237,0.11082,0.06072,2/15/19,16.7942,16.7942,0.010878709851296353,30,1,BUY_CALL,108804.6802758532,95568.08214003348,13236.598135819713,110580.35162926336,110580.35162926336,0.0,108804.6802758532,0.0,0.010878709851296353,0.01756274020747295,0.010786336629182713,0.01747036698535931,2775.6
2019-02-19,2779.76,0.02373,0.11082,0.06072,2/19/19,16.6682,16.6682,0.0014987750396311394,31,1,BUY_CALL,109011.75004347436,95711.31719613039,13300.432847343965,110746.08670015894,110746.08670015894,0.0,109011.75004347436,0.0,0.0014987750396311394,0.001903132908402272,0.0014064018175174997,0.0018107596862886322,2779.76
2019-02-20,2784.7,0.02383,0.10522,0.05445,2/20/19,16.5411,16.5411,0.0017771318387196366,32,1,BUY_CALL,109276.55210808395,95881.40882524542,13395.143282838533,110942.89709684739,110942.89709684739,0.0,109276.55210808395,0.0,0.0017771318387196366,0.002429114884441308,0.001684758616605997,0.0023367416623276682,2784.7
2019-02-21,2774.88,0.02395,0.10522,0.05445,2/21/19,16.4232,16.4232,-0.003526412180845262,33,1,BUY_CALL,108564.71120141544,95543.29145724747,13021.41974416797,110551.6667131468,110942.89709684739,-0.3526412180845262,109276.55210808395,-0.6514123047773657,-0.003526412180845262,-0.006514123047773657,-0.0036187854029589017,-0.0066064962698872964,2774.88
2019-02-22,2792.67,0.02393,0.10522,0.05445,2/22/19,16.3108,16.3108,0.006411088047050706,34,1,BUY_CALL,109685.44400965,96155.82791108491,13529.616098565099,111260.42318219299,111260.42318219299,0.0,109685.44400965,0.0,0.006411088047050706,0.01032317772351754,0.006318714824937066,0.0102308045014039,2792.67
2019-02-25,2796.11,0.02393,0.10522,0.05445,2/25/19,16.1985,16.1985,0.0012317960947767492,35,1,BUY_CALL,109852.74568353394,96274.2722843958,13578.47339913814,111397.473336972,111397.473336972,0.0,109852.74568353394,0.0,0.0012317960947765272,0.001525286015792826,0.0011394228726628874,0.0014329127936791863,2796.11
2019-02-26,2793.9,0.024,0.10522,0.05445,2/26/19,16.1036,16.1036,-0.0007903837831845228,36,1,BUY_CALL,109652.47944998507,96198.17866084432,13454.300789140749,111309.42658055873,111397.473336972,-0.07903837831845228,109852.74568353394,-0.1823042585806678,-0.0007903837831845228,-0.0018230425858066779,-0.0008827570052981626,-0.0019154158079203176,2793.9
2019-02-27,2792.38,0.02393,0.10276,0.05864,2/27/19,16.0045,16.0045,-0.0005440423780378456,37,1,BUY_CALL,109487.38659206881,96145.84277496277,13341.543817106036,111248.86953542382,111397.473336972,-0.13339961589493576,109852.74568353394,-0.3325898585345044,-0.0005440423780378456,-0.0015056007738663002,-0.0006364156001514854,-0.00159797399597994,2792.38
2019-02-28,2784.49,0.02383,0.10276,0.05864,2/28/19,15.9305,15.9305,-0.0028255466662847617,38,1,BUY_CALL,108902.81797552296,95874.17820943284,13028.639766090126,110934.53066298005,111397.473336972,-0.41557735568344967,109852.74568353394,-0.8647282342378104,-0.0028255466662847617,-0.00533914119919443,-0.0029179198883984014,-0.00543151442130807,2784.49
2019-03-01,2803.69,0.02378,0.10276,0.05864,3/1/19,15.8517,15.8517,0.0068953381050032014,39,1,BUY_CALL,110140.88265808427,96535.26308372621,13605.619574358054,111699.46175942113,111699.46175942113,0.0,110140.88265808427,0.0,0.0068953381050032014,0.011368527514499904,0.006802964882889562,0.011276154292386265,2803.69
2019-03-04,2792.81,0.02375,0.10276,0.05864,3/4/19,15.7783,15.7783,-0.0038806002090102654,40,1,BUY_CALL,109357.18594375954,96160.64832162665,13196.537622132895,111266.0008047712,111699.46175942113,-0.38806002090101543,110140.88265808427,-0.7115402522763548,-0.0038806002090101543,-0.0071154025227635476,-0.003972973431123794,-0.007207775744877187,2792.81
2019-03-05,2789.65,0.024,0.10276,0.05864,3/5/19,15.7157,15.7157,-0.0011314768996100177,41,1,BUY_CALL,109117.9229957274,96051.8447693992,13066.078226328189,111140.10589514862,111699.46175942113,-0.5007686299126957,110140.88265808427,-0.9287738010348989,-0.0011314768996100177,-0.002187903300247651,-0.0012238501217236575,-0.002280276522361291,2789.65
2019-03-06,2771.45,0.02405,0.10653,0.05401,3/6/19,15.6419,15.6419,-0.0065241159285216455,42,1,BUY_CALL,107854.71705781289,95425.19139897528,12429.52565883761,110415.0149599805,111699.46175942113,-1.1499131501699456,110140.88265808427,-2.0756739414994896,-0.0065241159285216455,-0.011576521099691095,-0.006616489150635285,-0.011668894321804735,2771.45
2019-03-07,2748.93,0.02395,0.10653,0.05401,3/7/19,15.5925,15.5925,-0.008125710368218741,43,1,BUY_CALL,106316.99883021145,94649.79393183537,11667.20489837608,109517.81452811316,111699.46175942113,-1.95314032578493,110140.88265808427,-3.4718114977737136,-0.008125710368218741,-0.014257310848789118,-0.008218083590332381,-0.014349684070902757,2748.93
2019-03-08,2743.07,0.02393,0.10653,0.05401,3/8/19,15.5536,15.5536,-0.0021317385309919112,44,1,BUY_CALL,105894.72386315622,94448.02531916044,11446.69854399578,109284.35118305356,111699.46175942113,-2.162150594395207,110140.88265808427,-3.855206797379329,-0.0021317385309919112,-0.003971848074169282,-0.002224111753105551,-0.004064221296282922,2743.07
2019-03-11,2783.3,0.0238,0.10653,0.05401,3/11/19,15.4955,15.4955,0.014666049353461608,45,1,BUY_CALL,108513.78830332354,95833.20471982824,12680.5835834953,110887.12087106524,111699.46175942113,-0.7272558663760753,110140.88265808427,-1.4772846517054017,0.014666049353461608,0.024732718917628294,0.014573676131347968,0.024640345695514654,2783.3
2019-03-12,2791.52,0.02395,0.10653,0.05401,3/12/19,15.4212,15.4212,0.0029533287823806376,46,1,BUY_CALL,109029.35210045066,96116.23168163508,12913.120418815583,111214.6069967291,111699.46175942113,-0.43407081382031976,110140.88265808427,-1.0091898038298686,0.0029533287823808596,0.004751136285888302,0.00286095556026722,0.004658763063774662,2791.52
2019-03-13,2810.92,0.02388,0.10304,0.04286,3/13/19,15.3383,15.3383,0.006949618845646821,47,1,BUY_CALL,110290.47851474474,96784.20285670232,13506.275658042416,111987.50612542476,111987.50612542476,0.0,110290.47851474474,0.0,0.006949618845646599,0.011566852320026522,0.006857245623532959,0.011474479097912882,2810.92
2019-03-14,2808.48,0.02388,0.10304,0.04286,3/14/19,15.2734,15.2734,-0.0008680432029370966,48,1,BUY_CALL,110081.06094980557,96700.18998726088,13380.870962544699,111890.29613191872,111987.50612542476,-0.08680432029369856,110290.47851474474,-0.1898781905376956,-0.0008680432029369856,-0.0018987819053769561,-0.0009604164250506253,-0.001991155127490596,2808.48
2019-03-15,2822.48,0.02388,0.10304,0.04286,3/15/19,15.2152,15.2152,0.004984902865607044,49,1,BUY_CALL,110998.39345130611,97182.23104143312,13816.162409872992,112448.05838974034,112448.05838974034,0.0,110998.39345130611,0.0,0.004984902865607044,0.00833324546098635,0.004892529643493404,0.00824087223887271,2822.48
2019-03-18,2832.94,0.02385,0.10304,0.04286,3/18/19,15.1662,15.1662,0.0037059607153993035,50,1,BUY_CALL,111679.90143472033,97542.38457190752,14137.516862812816,112864.78647665566,112864.78647665566,0.0,111679.90143472033,0.0,0.0037059607153995255,0.006139800426149256,0.003613587493285886,0.006047427204035616,2832.94
2019-03-19,2832.57,0.02405,0.10304,0.04286,3/19/19,15.1302,15.1302,-0.0001306063665308388,51,1,BUY_CALL,111636.35119302968,97529.64491547583,14106.706277553847,112850.04561698466,112864.78647665566,-0.013060636653083879,111679.90143472033,-0.03899559466938873,-0.0001306063665308388,-0.00038995594669388733,-0.00022297958864447853,-0.0004823291688075271,2832.57
2019-03-20,2824.23,0.02408,0.09969,0.0527,3/20/19,15.1026,15.1026,-0.0029443226469249018,52,1,BUY_CALL,111034.01500237251,97242.48617320466,13791.528829167853,112517.77867196806,112864.78647665566,-0.3074544466173057,111679.90143472033,-0.5783372156048627,-0.0029443226469249018,-0.00539552022455192,-0.0030366958690385415,-0.005487893446665559,2824.23
2019-03-21,2854.88,0.02408,0.09969,0.0527,3/21/19,15.0712,15.0712,0.010852515552911779,53,1,BUY_CALL,113129.39985922124,98297.81176680316,14831.588092418087,113738.87961498467,113738.87961498467,0.0,113129.39985922124,0.0,0.010852515552911779,0.018871558024844415,0.01076014233079814,0.018779184802730775,2854.88
2019-03-22,2800.71,0.02398,0.09969,0.0527,3/22/19,15.0568,15.0568,-0.018974527826038257,54,1,BUY_CALL,109361.23373498804,96432.65720219529,12928.576532792746,111580.73807882774,113738.87961498467,-1.8974527826038257,113129.39985922124,-3.330846030229395,-0.018974527826038257,-0.03330846030229395,-0.019066901048151896,-0.03340083352440759,2800.71
2019-03-25,2798.36,0.0239,0.09969,0.0527,3/25/19,15.0448,15.0448,-0.0008390729493592541,55,1,BUY_CALL,109171.56625099818,96351.7431681021,12819.823082896079,111487.11369983626,113738.87961498467,-1.9797679762371678,113129.39985922124,-3.498501373779239,-0.0008390729493591431,-0.0017343209975984042,-0.0009314461714727829,-0.001826694219712044,2798.36
2019-03-26,2818.46,0.02405,0.09969,0.0527,3/26/19,15.0244,15.0244,0.007182778484540853,56,1,BUY_CALL,110528.22151924469,97043.81639587795,13484.405123366745,112287.90094142301,113738.87961498467,-1.2757103626071853,113129.39985922124,-2.299294739664026,0.007182778484540853,0.012426818766412051,0.007090405262427213,0.012334445544298411,2818.46
2019-03-27,2805.37,0.02378,0.10828,0.05855,3/27/19,15.0275,15.0275,-0.004644380264399728,57,1,BUY_CALL,109594.47444284603,96593.1080102269,13001.366432619128,111766.3932303598,113738.87961498467,-1.7342235050159638,113129.39985922124,-3.1246744177677033,-0.004644380264399728,-0.008448042170262182,-0.004736753486513368,-0.008540415392375822,2805.37
2019-03-28,2815.44,0.0237,0.10828,0.05855,3/28/19,15.0271,15.0271,0.0035895443381801506,58,1,BUY_CALL,110257.8399865557,96939.83325419224,13318.00673236346,112167.58365437864,113738.87961498467,-1.381494143361528,113129.39985922124,-2.538296743586488,0.0035895443381801506,0.006052910487340579,0.003497171116066511,0.0059605372652269395,2815.44
2019-03-29,2834.4,0.02328,0.10828,0.05855,3/29/19,15.0025,15.0025,0.006734293751598397,59,1,BUY_CALL,111508.32416953736,97592.65456755694,13915.669601980419,112922.95311211422,113738.87961498467,-0.71736815557919,113129.39985922124,-1.4329393523709655,0.006734293751598397,0.011341453661110501,0.006641920529484757,0.011249080438996861,2834.4
2019-04-01,2867.19,0.02323,0.10828,0.05855,4/1/19,14.9784,14.9784,0.01156858594411525,60,1,BUY_CALL,113766.26374190931,98721.66357943608,15044.600162473234,114229.31200025501,114229.31200025501,0.0,113766.26374190931,0.0,0.01156858594411525,0.020249067405398113,0.01147621272200161,0.020156694183284474,2867.19
2019-04-02,2867.24,0.0237,0.10828,0.05855,4/2/19,14.9553,14.9553,1.7438676892522764e-05,61,1,BUY_CALL,113776.22655809761,98723.38515462953,15052.841403468074,114231.30400831865,114231.30400831865,0.0,113776.22655809761,0.0,1.7438676892522764e-05,8.757267629788679e-05,-7.493454522111698e-05,-4.800545815752955e-06,2867.24
2019-04-03,2873.4,0.02373,0.0945,0.05126,4/3/19,14.947,14.947,0.0021484075277968806,62,1,BUY_CALL,114190.59529263999,98935.48321846534,15255.112074174653,114476.71940176016,114476.71940176016,0.0,114190.59529263999,0.0,0.0021484075277966586,0.003641962359604012,0.002056034305683019,0.003549589137490372,2873.4
2019-04-04,2879.39,0.0237,0.0945,0.05126,4/4/19,14.9335,14.9335,0.0020846384074615365,63,1,BUY_CALL,114588.60407310586,99141.72792664332,15446.876146462537,114715.36196778527,114715.36196778527,0.0,114588.60407310586,0.0,0.0020846384074615365,0.0034854777615080934,0.0019922651853478968,0.0033931045393944537,2879.39
2019-04-05,2892.74,0.0237,0.0945,0.05126,4/5/19,14.9195,14.9195,0.004636398681665099,64,1,BUY_CALL,115513.31347096492,99601.3885033004,15911.92496766451,115247.22812077943,115247.22812077943,0.0,115513.31347096492,0.0,0.004636398681664877,0.008069819903461894,0.0045440254595512375,0.007977446681348255,2892.74
2019-04-08,2895.77,0.02365,0.0945,0.05126,4/8/19,14.9057,14.9057,0.0010474498226595852,65,1,BUY_CALL,115702.71694126572,99705.71596002484,15997.000981240886,115367.94380943656,115367.94380943656,0.0,115702.71694126572,0.0,0.0010474498226598072,0.001639667884242746,0.0009550766005461675,0.0015472946621291062,2895.77
2019-04-09,2878.2,0.02365,0.0945,0.05126,4/9/19,14.8975,14.8975,-0.0060674708281390766,66,1,BUY_CALL,114432.24425768646,99100.75443703867,15331.489820647783,114667.9521758704,115367.94380943656,-0.6067470828139188,115702.71694126572,-1.0980491358938416,-0.006067470828139188,-0.010980491358938416,-0.006159844050252827,-0.011072864581052055,2878.2
2019-04-10,2888.21,0.02363,0.09181,0.0466,4/10/19,14.8856,14.8856,0.0034778681120144483,67,1,BUY_CALL,115118.75996136629,99445.41379077183,15673.346170594466,115066.75219021285,115367.94380943656,-0.2610704579438572,115702.71694126572,-0.5047046390413312,0.0034778681120142263,0.005999320454940005,0.0033854948899005866,0.005906947232826365,2888.21
2019-04-11,2888.32,0.02365,0.09181,0.0466,4/11/19,14.8724,14.8724,3.808587325715429e-05,68,1,BUY_CALL,115105.02633638552,99449.20125619747,15655.825080188051,115071.13460795289,115367.94380943656,-0.25727181371451024,115702.71694126572,-0.5165743905422793,3.808587325715429e-05,-0.000119299625754965,-5.428734885648545e-05,-0.00021167284786860474,2888.32
2019-04-12,2907.41,0.02375,0.09181,0.0466,4/12/19,14.8617,14.8617,0.006609378462220095,69,1,BUY_CALL,116454.2977945585,100106.49866506517,16347.799129493333,115831.68328665392,115831.68328665392,0.0,116454.2977945585,0.0,0.006609378462220095,0.011722089826293525,0.006517005240106455,0.011629716604179885,2907.41
2019-04-15,2905.58,0.0236,0.09181,0.0466,4/15/19,14.8462,14.8462,-0.0006294261903205811,70,1,BUY_CALL,116289.41935050926,100043.48901298408,16245.930337525173,115758.77579152439,115831.68328665392,-0.06294261903205811,116454.2977945585,-0.1415821031698794,-0.0006294261903205811,-0.001415821031698794,-0.0007217994124342209,-0.0015081942538124338,2905.58
2019-04-16,2907.06,0.02378,0.09181,0.0466,4/16/19,14.8314,14.8314,0.000509364739569973,71,1,BUY_CALL,116385.27072649018,100094.44763871084,16290.82308777934,115817.73923020838,115831.68328665392,-0.01203820582580395,116454.2977945585,-0.059273954998284584,0.000509364739569973,0.0008242484700351493,0.00041699151745633323,0.0007318752479215096,2907.06
2019-04-17,2900.45,0.0238,0.08956,0.04158,4/17/19,14.8065,14.8065,-0.002273774879087531,72,1,BUY_CALL,115886.927388601,99866.8553981338,16020.071990467195,115554.39576419402,115831.68328665392,-0.2393883215645598,116454.2977945585,-0.4872043511510493,-0.002273774879087531,-0.004281841978615142,-0.002366148101201171,-0.0043742152007287816,2900.45
2019-04-18,2905.03,0.02365,0.08956,0.04158,4/18/19,14.7617,14.7617,0.0015790653174507785,73,1,BUY_CALL,116174.25829303582,100024.55168585587,16149.706607179947,115736.86370282424,115831.68328665392,-0.08185979961546908,116454.2977945585,-0.24047158999379592,0.0015790653174507785,0.002479407392270483,0.0014866920953371388,0.002387034170156843,2905.03
2019-04-22,2907.97,0.02375,0.08956,0.04158,4/22/19,14.7142,14.7142,0.001012037741434657,74,1,BUY_CALL,116361.23019043557,100125.78030723204,16235.44988320353,115853.99377696677,115853.99377696677,0.0,116454.2977945585,-0.0799177066758916,0.001012037741434657,0.001609409004601936,0.0009196645193210173,0.0015170357824882963,2907.97
2019-04-23,2933.68,0.0239,0.08956,0.04158,4/23/19,14.6812,14.6812,0.008841219132246891,75,1,BUY_CALL,118204.13974185388,101011.01427171548,17193.1254701384,116878.2843232949,116878.2843232949,0.0,118204.13974185388,0.0,0.008841219132246891,0.015837831452986784,0.008748845910133252,0.015745458230873144,2933.68
2019-04-24,2927.25,0.02375,0.10033,0.03755,4/24/19,14.6608,14.6608,-0.0021917864252406494,76,1,BUY_CALL,117703.38095624265,100789.61970183495,16913.761254407706,116622.11208630969,116878.2843232949,-0.21917864252405383,118204.13974185388,-0.42363895774280014,-0.0021917864252405383,-0.004236389577428001,-0.002284159647354178,-0.004328762799541641,2927.25
2019-04-25,2926.17,0.02365,0.10033,0.03755,4/25/19,14.6514,14.6514,-0.00036894696387390624,77,1,BUY_CALL,117597.33360912681,100752.43367765595,16844.89993147086,116579.08471213488,116878.2843232949,-0.2559924736167507,118204.13974185388,-0.5133543834016985,-0.00036894696387390624,-0.000900971121256533,-0.000461320185987546,-0.0009933443433701727,2926.17
2019-04-26,2939.88,0.0236,0.10033,0.03755,4/26/19,14.6344,14.6344,0.004685305365033532,78,1,BUY_CALL,118568.47974438741,101224.48959570605,17343.990148681365,117125.29332318733,117125.29332318733,0.0,118568.47974438741,0.0,0.004685305365033532,0.008258232610005578,0.004592932142919892,0.008165859387891938,2939.88
